date,small_lobm_vwret_pct,me1_bm2_vwret_pct,small_hibm_vwret_pct,big_lobm_vwret_pct,me2_bm2_vwret_pct,big_hibm_vwret_pct,market_proxy_pct,small_avg_pct,big_avg_pct,lobm_avg_pct,hibm_avg_pct,size_spread_pct,value_spread_pct,market_vol_12m_pct,market_momentum_12m_pct,market_drawdown,ff_mkt_rf_pct,ff_smb_pct,ff_hml_pct,ff_rf_pct,ff_mkt_total_pct,market_proxy_lag1_pct,size_spread_lag1_pct,value_spread_lag1_pct,market_vol_12m_lag1_pct,market_momentum_12m_lag1_pct,market_drawdown_lag1,ff_mkt_rf_lag1_pct,ff_smb_lag1_pct,ff_hml_lag1_pct,ff_rf_lag1_pct,ff_mkt_total_lag1_pct,predictor_source
1927-05-31,5.4624,3.3109,13.4556,5.4126,5.1423,7.0141,6.632983333333333,7.409633333333333,5.856333333333333,5.4375,10.23485,1.5533000000000001,4.79735,,,0.0,5.45,1.55,4.8,0.3,5.75,0.7976,0.38506666666666667,0.65125,,,-0.004453016064000059,0.47,0.39,0.65,0.25,0.72,authoritative_fama_french_cached
1927-06-30,-1.7163,1.3233,-4.089,-0.9667,-3.0033,-2.0282,-1.7467,-1.494,-1.9993999999999998,-1.3415,-3.0586,0.5053999999999998,-1.7171000000000003,2.9480953099452982,1.4983374999999999,-0.0174669999999999,-2.38,0.51,-1.72,0.26,-2.12,6.632983333333333,1.5533000000000001,4.79735,,,0.0,5.45,1.55,4.8,0.3,5.75,authoritative_fama_french_cached
1927-07-31,4.2604,5.2595,4.0181,9.2715,6.8071,7.2634,6.146666666666666,4.512666666666667,7.780666666666668,6.76595,5.64075,-3.2680000000000007,-1.1252000000000004,3.2410395143833393,1.8532374999999996,0.0,7.26,-3.27,-1.13,0.3,7.56,-1.7467,0.5053999999999998,-1.7171000000000003,2.9480953099452982,1.4983374999999999,-0.0174669999999999,-2.38,0.51,-1.72,0.26,-2.12,authoritative_fama_french_cached
1927-08-31,2.4876,-2.3003,0.7332,4.0055,1.1524,-1.9351,0.6905499999999999,0.30683333333333335,1.0742666666666665,3.24655,-0.6009500000000001,-0.7674333333333332,-3.8475,3.229982705815206,1.6495888888888885,0.0,1.99,-0.77,-3.85,0.28,2.27,6.146666666666666,-3.2680000000000007,-1.1252000000000004,3.2410395143833393,1.8532374999999996,0.0,7.26,-3.27,-1.13,0.3,7.56,authoritative_fama_french_cached
1927-09-30,2.2005,2.2367,0.3714,5.2451,4.4202,5.9339,3.4013000000000004,1.6028666666666667,5.1997333333333335,3.7228,3.1526500000000004,-3.596866666666667,-0.5701499999999995,3.1955989213109706,1.9680083333333334,0.0,4.77,-3.6,-0.57,0.21,4.9799999999999995,0.6905499999999999,-0.7674333333333332,-3.8475,3.229982705815206,1.6495888888888885,0.0,1.99,-0.77,-3.85,0.28,2.27,authoritative_fama_french_cached
1927-10-31,-0.2054,-2.1686,-6.0935,-3.5692,-4.3578,-6.6283,-3.8371333333333335,-2.8225,-4.851766666666666,-1.8873,-6.3609,2.0292666666666666,-4.4736,3.2644818712382366,1.9313722222222218,-0.03837133333333331,-4.29,2.03,-4.47,0.25,-4.04,3.4013000000000004,-3.596866666666667,-0.5701499999999995,3.1955989213109706,1.9680083333333334,0.0,4.77,-3.6,-0.57,0.21,4.9799999999999995,authoritative_fama_french_cached
1927-11-30,10.2824,7.9528,10.4641,6.9718,6.7451,6.6385,8.175783333333333,9.566433333333334,6.7851333333333335,8.6271,8.5513,2.7813000000000008,-0.07580000000000098,3.7266263240032815,2.3578055555555557,0.0,6.52,2.78,-0.08,0.21,6.7299999999999995,-3.8371333333333335,2.0292666666666666,-4.4736,3.2644818712382366,1.9313722222222218,-0.03837133333333331,-4.29,2.03,-4.47,0.25,-4.04,authoritative_fama_french_cached
1927-12-31,5.6729,2.665,2.4534,2.501,1.8708,3.4734,3.106083333333333,3.5971000000000006,2.615066666666667,4.08695,2.9634,0.9820333333333338,-1.1235499999999998,3.7325951047945556,2.402184722222222,0.0,2.09,0.98,-1.12,0.22,2.31,8.175783333333333,2.7813000000000008,-0.07580000000000098,3.7266263240032815,2.3578055555555557,0.0,6.52,2.78,-0.08,0.21,6.7299999999999995,authoritative_fama_french_cached
1928-01-31,3.1432,2.6832,3.6043,-0.4407,-0.4021,-2.3184,1.0449166666666665,3.1435666666666666,-1.0537333333333334,1.35125,0.6429499999999999,4.1973,-0.7083000000000002,3.7351708362446074,2.395473611111111,0.0,-0.57,4.2,-0.71,0.25,-0.31999999999999995,3.106083333333333,0.9820333333333338,-1.1235499999999998,3.7325951047945556,2.402184722222222,0.0,2.09,0.98,-1.12,0.22,2.31,authoritative_fama_french_cached
1928-02-29,-4.8779,-1.7699,-4.1263,-0.675,-1.2169,-2.7041,-2.5616833333333338,-3.591366666666667,-1.532,-2.77645,-3.4151999999999996,-2.059366666666667,-0.6387499999999995,3.84326277651798,1.7181083333333331,-0.02561683333333331,-1.69,-2.06,-0.64,0.33,-1.3599999999999999,1.0449166666666665,4.1973,-0.7083000000000002,3.7351708362446074,2.395473611111111,0.0,-0.57,4.2,-0.71,0.25,-0.31999999999999995,authoritative_fama_french_cached
1928-03-31,6.9742,8.6296,9.4431,12.363,6.1449,7.6792,8.539,8.348966666666668,8.729033333333334,9.6686,8.56115,-0.3800666666666661,-1.10745,4.181503772560905,2.532447222222222,0.0,8.79,-0.38,-1.11,0.29,9.079999999999998,-2.5616833333333338,-2.059366666666667,-0.6387499999999995,3.84326277651798,1.7181083333333331,-0.02561683333333331,-1.69,-2.06,-0.64,0.33,-1.3599999999999999,authoritative_fama_french_cached
1928-04-30,5.0264,10.7789,9.9758,2.9356,5.9428,4.4954,6.525816666666667,8.5937,4.457933333333333,3.981,7.2356,4.135766666666667,3.2546,4.2909804373723315,3.0097986111111106,0.0,4.25,4.14,3.25,0.22,4.47,8.539,-0.3800666666666661,-1.10745,4.181503772560905,2.532447222222222,0.0,8.79,-0.38,-1.11,0.29,9.079999999999998,authoritative_fama_french_cached
